,trend_score,appearances,current_shares,share_change,newly_entered,exited,has_changes
PVR INOX Ltd,0.0,1,1964676.0,0.0,False,False,
Vardhman Textiles Ltd,0.0,1,8465828.0,0.0,False,False,
FSN E-Commerce Ventures Ltd,0.0,1,6994008.0,0.0,False,False,
Raymond Lifestyle Ltd,0.0,1,990674.0,0.0,False,False,
Craftsman Automation Ltd,0.0,1,454042.0,0.0,False,False,
ITC Ltd,1.0,1,17779908.0,77.79908,False,False,True
Bharat Dynamics Ltd Ordinary Shares,0.0,1,1526498.0,0.0,False,False,
Protean eGov Technologies Ltd,0.0,1,902883.0,0.0,False,False,
Apeejay Surrendra Park Hotels Ltd,-1.0,1,2730185.0,-31.0339906131749,False,False,True
Esab India Ltd,1.0,1,411697.0,25.946671887714835,False,False,True
Archean Chemical Industries Ltd,0.0,1,1373373.0,0.0,False,False,
Tata Power Co Ltd,0.0,1,7707138.0,0.0,False,False,
Ion Exchange (India) Ltd,0.0,1,7161360.0,0.0,False,False,
Linde India Ltd,0.0,1,400000.0,0.0,False,False,
Sudarshan Chemical Industries Ltd,0.0,1,1083578.0,0.0,False,False,
City Union Bank Ltd,0.0,1,10250670.0,0.0,False,False,
Piramal Enterprises Ltd,-1.0,1,0.0,-100.0,False,True,True
Blue Star Ltd,0.0,1,2002468.0,0.0,False,False,
ISGEC Heavy Engineering Ltd,0.0,1,4185591.0,0.0,False,False,
Cyient Ltd,0.0,1,2850983.0,0.0,False,False,
Deepak Nitrite Ltd,1.0,1,1175325.0,7.826992412913643,False,False,True
Asian Paints Ltd,0.0,1,2303100.0,0.0,False,False,
ICRA Ltd,1.0,1,626192.0,11.405214513819084,False,False,True
NLC India Ltd,-1.0,1,26990331.0,-0.7377788336850436,False,False,True
Tata Consumer Products Ltd,0.0,1,3658686.0,0.0,False,False,
HDFC Life Insurance Co Ltd,0.0,1,5739968.0,0.0,False,False,
Jyothy Labs Ltd,0.0,1,10212940.0,0.0,False,False,
MAS Financial Services Ltd Ordinary Shares,1.0,1,13939573.0,0.00691604162223074,False,False,True
Canara Robeco Asset Management Co Ltd,1.0,1,4958862.0,0.0,True,False,True
Sanofi India Ltd,0.0,1,213992.0,0.0,False,False,
Inox Wind Ltd,-1.0,1,20000000.0,-24.136968881970855,False,False,True
Procter & Gamble Health Ltd,0.0,1,692659.0,0.0,False,False,
JNK India Ltd,0.0,0,0.0,0.0,False,False,
Century Plyboards (India) Ltd,0.0,1,3274464.0,0.0,False,False,
JTEKT India Ltd,0.0,1,21133584.0,0.0,False,False,
Blue Dart Express Ltd,0.0,1,163428.0,0.0,False,False,
Fine Organic Industries Ltd Ordinary Shares,0.0,1,785023.0,0.0,False,False,
Birla Corp Ltd,0.0,1,2697453.0,0.0,False,False,
West Coast Paper Mills Ltd,0.0,1,3359187.0,0.0,False,False,
InterGlobe Aviation Ltd,0.0,0,0.0,0.0,False,False,
Rishabh Instruments Ltd,0.0,1,1346725.0,0.0,False,False,
Bajaj Electricals Ltd,-1.0,1,3092715.0,-0.28035635404541803,False,False,True
Axis Bank Ltd,0.0,1,5977976.0,0.0,False,False,
Vishal Mega Mart Ltd,0.0,1,20000000.0,0.0,False,False,
Go Fashion (India) Ltd,1.0,1,2153531.0,76.03354357329462,False,False,True
Bata India Ltd,0.0,1,560908.0,0.0,False,False,
Campus Activewear Ltd,0.0,1,3732265.0,0.0,False,False,
Piramal Finance Ltd,1.0,1,914366.0,0.0,True,False,True
AstraZeneca Pharma India Ltd,0.0,1,658075.0,0.0,False,False,
Sheela Foam Ltd,-1.0,1,343844.0,-54.82251910402892,False,False,True
Indigo Paints Ltd Ordinary Shares,0.0,1,2600000.0,0.0,False,False,
K.P.R. Mill Ltd,0.0,1,3448243.0,0.0,False,False,
