,trend_score,appearances,current_shares,share_change,newly_entered,exited,has_changes
Sagility Ltd,0.0,1,10438852.0,-27.415961872779565,True,False,True
V-Mart Retail Ltd,2.0,1,1782192.0,7.701325997701169,False,False,True
Vijaya Diagnostic Centre Ltd,1.0,1,1313145.0,0.0,False,False,True
Shaily Engineering Plastics Ltd,-1.0,1,678134.0,0.0,False,False,True
Syrma SGS Technology Ltd,2.0,1,858453.0,10.253848179138599,True,False,True
Sonata Software Ltd,1.0,1,1261710.0,0.0,True,False,True
Apar Industries Ltd,-1.0,1,138378.0,-0.10034869366214977,False,False,True
Birlasoft Ltd,1.0,1,823352.0,0.0,True,False,True
Thirumalai Chemicals Limited,2.0,1,597791.0,9.168223496905515,True,False,True
Bharat Dynamics Ltd Ordinary Shares,2.0,1,747711.0,2.526303087810423,False,False,True
Central Depository Services (India) Ltd,1.0,1,560279.0,0.0,False,False,True
V2 Retail Ltd,0.0,1,498528.0,-24.882923389405544,False,False,True
Asahi India Glass Ltd,2.0,1,1355626.0,3.828387742112878,True,False,True
PG Electroplast Ltd,2.0,1,1270035.0,1.9881520336439202,True,False,True
JM Financial Ltd,2.0,1,7411466.0,4.074825810956055,False,False,True
Cholamandalam Investment and Finance Co Ltd,0.0,1,432504.0,-2.535188415203018,False,False,True
Aditya Birla Capital Ltd,0.0,1,0.0,-100.0,True,True,True
Indus Towers Ltd Ordinary Shares,-1.0,1,0.0,0.0,False,True,True
KEI Industries Ltd,1.0,1,245992.0,0.0,False,False,True
Rubicon Research Ltd,1.0,1,1639976.0,0.0,True,False,True
Aegis Vopak Terminals Ltd,2.0,1,3399239.0,3.6619461459313642,False,False,True
Premier Energies Ltd,1.0,1,781819.0,3.485707856542486,False,False,True
Pitti Engineering Ltd,-1.0,1,0.0,0.0,False,True,True
Multi Commodity Exchange of India Ltd,2.0,1,174597.0,5.5036890669470475,False,False,True
Pricol Ltd,2.0,1,2331552.0,3.7500016686846624,False,False,True
Aditya Vision Ltd,2.0,1,1606326.0,10.527119749651147,True,False,True
Jain Resource Recycling Ltd,1.0,1,1118047.0,0.0,True,False,True
Cholafin_25/11/2025,1.0,1,11250.0,0.0,True,False,True
Deepak Fertilisers & Petrochemicals Corp Ltd,2.0,1,562191.0,11.786929349609176,False,False,True
Gufic Biosciences Ltd,-1.0,1,0.0,0.0,False,True,True
Thirumalai Chemicals Ltd,1.0,1,3068592.0,0.0,True,False,True
Sky Gold and Diamonds Ltd,2.0,1,3278918.0,12.02817755082308,False,False,True
P N Gadgil Jewellers Ltd,-1.0,1,923699.0,-17.79836059300578,False,False,True
Triveni Turbine Ltd,-1.0,1,1321063.0,0.0,False,False,True
Transformers & Rectifiers (India) Ltd,2.0,1,2541356.0,2.310541662657616,False,False,True
Varroc Engineering Ltd Ordinary Shares,1.0,1,1723603.0,8.61132010793058,False,False,True
Hitachi Energy India Ltd Ordinary Shares,-1.0,1,0.0,0.0,False,True,True
Sagility India Ltd,-1.0,1,0.0,0.0,False,True,True
Inox Wind Ltd,-1.0,1,0.0,0.0,False,True,True
Chalet Hotels Ltd,2.0,1,918264.0,3.3480545088664693,False,False,True
KEC International Ltd,1.0,1,1014068.0,0.0,False,False,True
Bharat Electronics Ltd,0.0,0,0.0,0.0,False,False,
Rainbow Childrens Medicare Ltd,1.0,1,1070212.0,0.0,False,False,True
Wework India Management Ltd,1.0,1,1003076.0,0.0,True,False,True
V-Guard Industries Ltd,-1.0,1,0.0,0.0,False,True,True
Karur Vysya Bank Ltd,0.0,1,9130610.0,-5.2986874839365985,False,False,True
CCL Products (India) Ltd,2.0,1,2291859.0,1.7870228661826897,False,False,True
VA Tech Wabag Ltd,2.0,1,1083833.0,1.5029242778274654,False,False,True
eClerx Services Ltd,1.0,1,296857.0,0.0,False,False,True
Campus Activewear Ltd,2.0,1,6258535.0,6.74126546319839,False,False,True
Gokaldas Exports Ltd,-1.0,1,1102536.0,0.0,False,False,True
Rossari Biotech Ltd Ordinary Shares,0.0,1,847551.0,8.719762331735025,False,False,True
Aditya Birla Real Estate Ltd,1.0,1,455325.0,0.0,False,False,True
Cholamandalam Financial Holdings Ltd,1.0,1,471111.0,0.0,False,False,True
Siemens Energy India Ltd,2.0,1,372393.0,2.338663801276784,False,False,True
Five-Star Business Finance Ltd,2.0,1,1931731.0,6.495005008498183,False,False,True
Styrenix Performance Materials Ltd,2.0,1,560458.0,2.796720529704151,False,False,True
GE Vernova T&D India Ltd,0.0,1,245225.0,3.1644531200700037,False,False,True
Rubicon Research Limited,1.0,1,706009.0,0.0,True,False,True
Ola Electric Mobility Ltd,1.0,1,8209580.0,0.0,True,False,True
Suzlon Energy Ltd,-1.0,1,0.0,-100.0,False,True,True
Godrej Agrovet Ltd Ordinary Shares,-1.0,1,0.0,0.0,False,True,True
Glenmark Pharmaceuticals Ltd,0.0,1,371352.0,-39.75460699968689,False,False,True
Carraro India Ltd,-1.0,1,0.0,0.0,False,True,True
Inox Wind Ltd - Rights,-1.0,1,0.0,0.0,False,True,True
Dr Agarwal’s Health Care Ltd,2.0,1,4704011.0,2.617884309513489,False,False,True
Gabriel India Ltd,1.0,1,757569.0,0.0,False,False,True
Kaynes Technology India Ltd,-1.0,1,5599.0,-94.7876519763913,False,False,True
