,trend_score,appearances,current_shares,share_change,newly_entered,exited,has_changes
CCL Products (India) Ltd,0.0,1,2071654.0,0.0,False,False,
Carraro India Ltd,0.0,1,1587136.0,0.0,False,False,
Devyani International Ltd,0.0,1,9588600.0,0.0,False,False,
Persistent Systems Ltd,0.0,1,207600.0,0.0,False,False,
Nesco Ltd,1.0,1,671080.0,0.0,False,False,True
Nippon Life India Asset Management Ltd Ordinary Shares,-2.0,1,2852751.0,-26.820921346787006,False,False,True
KEC International Ltd,-1.0,1,1572592.0,0.0,False,False,True
CARE Ratings Ltd,0.0,1,65984.0,0.0,False,False,
Finolex Industries Ltd,-2.0,1,5270722.0,-8.083610483450602,False,False,True
Firstsource Solutions Ltd,0.0,1,4407721.0,0.0,False,False,
Amber Enterprises India Ltd Ordinary Shares,-1.0,1,186518.0,-38.361125982326385,False,False,True
UTI Asset Management Co Ltd,1.0,1,95391.0,0.0,True,False,True
Grindwell Norton Ltd,-2.0,1,11253.0,-95.34698130605392,False,False,True
The Federal Bank Ltd,1.0,1,10720900.0,0.0,False,False,True
IDFC First Bank Ltd,2.0,1,21969820.0,196.65514198582338,True,False,True
Sumitomo Chemical India Ltd Ordinary Shares,0.0,1,4672221.0,0.0,False,False,
Aditya Birla Real Estate Ltd,-1.0,1,985571.0,-22.813036960924514,False,False,True
Century Plyboards (India) Ltd,0.0,1,989226.0,0.0,False,False,
H.G. Infra Engineering Ltd Ordinary Shares,-2.0,1,202899.0,-66.57259499426674,False,False,True
Time Technoplast Ltd,0.0,1,13621000.0,0.0,False,False,
Lemon Tree Hotels Ltd,-1.0,1,16004245.0,0.0,False,False,True
Metro Brands Ltd,1.0,1,594327.0,58.1178367333908,False,False,True
Sonata Software Ltd,0.0,0,0.0,0.0,False,False,
Senores Pharmaceuticals Ltd,1.0,1,398978.0,0.0,True,False,True
Suzlon Energy Ltd,0.0,1,20324400.0,0.0,False,False,
Supreme Industries Ltd,-1.0,1,0.0,0.0,False,True,True
Apar Industries Ltd,-1.0,1,162091.0,0.0,False,False,True
Karur Vysya Bank Ltd,1.0,1,14559929.0,0.0,False,False,True
E I D Parry India Ltd,-1.0,1,2207114.0,0.0,False,False,True
Sobha Ltd,-1.0,1,1123817.0,-40.0831614797817,False,False,True
Cera Sanitaryware Ltd,0.0,1,338650.0,0.0,False,False,
Swiggy Ltd,0.0,1,3241900.0,0.0,False,False,
Seshaasai Technologies Ltd,2.0,1,1001817.0,30.11962281795511,False,False,True
KEI Industries Ltd,-1.0,1,468011.0,0.0,False,False,True
KFin Technologies Ltd,0.0,1,2004200.0,0.0,False,False,
Wim Plast Ltd,0.0,1,457523.0,0.0,False,False,
Kirloskar Pneumatic Co Ltd,-1.0,1,1846994.0,0.0,False,False,True
Hindustan Foods Ltd,0.0,1,1124431.0,0.0,False,False,
City Union Bank Ltd,2.0,1,8585072.0,26.122932761835475,True,False,True
KPIT Technologies Ltd,0.0,1,1457100.0,0.0,False,False,
National Aluminium Co Ltd,1.0,1,3467103.0,0.0,True,False,True
IIFL Capital Services Ltd Ordinary Shares,-1.0,1,0.0,0.0,False,True,True
Sai Life Sciences Ltd,0.0,1,2310256.0,0.0,False,False,
Neuland Laboratories Ltd,-1.0,1,161718.0,0.0,False,False,True
PG Electroplast Ltd,0.0,1,1261200.0,0.0,False,False,
LG Electronics India Ltd,1.0,1,511000.0,0.0,True,False,True
CreditAccess Grameen Ltd Ordinary Shares,1.0,1,441074.0,0.0,True,False,True
Gokaldas Exports Ltd,0.0,1,2063023.0,0.0,False,False,
Dixon Technologies (India) Ltd,-2.0,1,40138.0,-60.25940594059406,False,False,True
Avalon Technologies Ltd,1.0,1,495211.0,0.0,True,False,True
PTC Industries Ltd,0.0,1,80656.0,0.0,False,False,
GE Vernova T&D India Ltd,-2.0,1,677025.0,-10.376365650925525,False,False,True
Safari Industries (India) Ltd,0.0,1,238115.0,0.0,False,False,
IIFL Finance Ltd,1.0,1,3822687.0,12.432565819466102,False,False,True
eClerx Services Ltd,2.0,1,763808.0,4.548024106840994,False,False,True
Sharda Motor Industries Ltd,0.0,1,1113424.0,0.0,False,False,
Emcure Pharmaceuticals Ltd,1.0,1,570564.0,0.0,True,False,True
Carborundum Universal Ltd,-1.0,1,817648.0,0.0,False,False,True
Craftsman Automation Ltd,1.0,1,121107.0,0.0,True,False,True
Bikaji Foods International Ltd,0.0,1,2944415.0,0.0,False,False,
Meesho Ltd,1.0,1,984968.0,0.0,True,False,True
Techno Electric & Engineering Co Ltd,-2.0,1,1802980.0,-2.3822672687305766,False,False,True
Housing & Urban Development Corp Ltd,0.0,1,8043000.0,0.0,False,False,
PNC Infratech Ltd,0.0,1,2529383.0,0.0,False,False,
Welspun Living Ltd,1.0,1,16122300.0,0.0,False,False,True
Prudent Corporate Advisory Services Ltd,0.0,1,449520.0,0.0,False,False,
Eris Lifesciences Ltd Registered Shs,2.0,1,776897.0,48.80889217490906,False,False,True
Nitin Spinners Ltd,-1.0,1,0.0,0.0,False,True,True
Delhivery Ltd,1.0,1,5606700.0,0.0,False,False,True
Cohance Lifesciences Ltd,-1.0,1,0.0,0.0,False,True,True
UNO Minda Ltd,0.0,1,597118.0,0.0,False,False,
Happy Forgings Ltd,0.0,1,385125.0,0.0,False,False,
Motilal Oswal Financial Services Ltd,-1.0,1,2821718.0,0.0,False,False,True
Kajaria Ceramics Ltd,0.0,1,1845200.0,0.0,False,False,
Rolex Rings Ltd,1.0,1,3868770.0,0.0,False,False,True
Concord Biotech Ltd,-1.0,1,591730.0,0.0,False,False,True
Ather Energy Ltd,1.0,1,1054000.0,0.0,True,False,True
PNB Housing Finance Ltd,1.0,1,3243100.0,26.377523186033823,False,False,True
Piramal Finance Ltd,1.0,1,375524.0,0.0,True,False,True
Indo Count Industries Ltd,2.0,1,4749000.0,14.727243166433258,False,False,True
Aster DM Healthcare Ltd Ordinary Shares,1.0,1,3574000.0,0.0,False,False,True
Vijaya Diagnostic Centre Ltd,0.0,1,1481600.0,0.0,False,False,
Pine Labs Ltd,1.0,1,4894899.0,0.0,True,False,True
Supreme Petrochem Ltd,-2.0,1,3036408.0,-0.9382846225720742,False,False,True
Balrampur Chini Mills Ltd,-2.0,1,0.0,-100.0,False,True,True
Ipca Laboratories Ltd,0.0,1,606800.0,0.0,False,False,
Titagarh Rail Systems Ltd,0.0,1,1630400.0,0.0,False,False,
Multi Commodity Exchange of India Ltd,1.0,1,525100.0,0.0,False,False,True
Engineers India Ltd,-1.0,1,10863039.0,-7.300880651272336,False,False,True
Wockhardt Ltd,0.0,1,1325150.0,0.0,False,False,
ZF Commercial Vehicle Control Systems India Ltd,1.0,1,75050.0,132.9081711820749,False,False,True
Kirloskar Oil Engines Ltd,1.0,1,525107.0,0.0,True,False,True
Hi-Tech Pipes Ltd,0.0,1,4082217.0,0.0,False,False,
Godfrey Phillips India Ltd,1.0,1,214900.0,0.0,True,False,True
