date,fund_id,stock,action,shares_change
2026-01-31,INF663L01W06,Gabriel India Ltd,decrease,40488.0
2026-01-31,INF663L01W06,Sumitomo Chemical India Ltd Ordinary Shares,decrease,172597.0
2026-01-31,INF663L01W06,Sharda Motor Industries Ltd,decrease,25516.0
2026-01-31,INF663L01W06,Greenply Industries Ltd,decrease,381490.0
2026-01-31,INF663L01W06,Ratnamani Metals & Tubes Ltd,decrease,13104.0
2026-01-31,INF663L01W06,Hexaware Technologies Ltd Ordinary Shares,exit,275287.0
2026-01-31,INF663L01W06,Sagility Ltd,decrease,3000000.0
2026-01-31,INF663L01W06,Innova Captab Ltd,decrease,15595.0
2026-01-31,INF663L01W06,Radico Khaitan Ltd,decrease,27500.0
2026-01-31,INF663L01W06,Blue Jet Healthcare Ltd,exit,118519.0
2026-01-31,INF663L01W06,Dixon Technologies (India) Ltd,decrease,1900.0
2026-01-31,INF663L01W06,Rainbow Childrens Medicare Ltd,exit,111521.0
2026-01-31,INF663L01W06,Ganesha Ecosphere Ltd,exit,102775.0
2026-01-31,INF663L01W06,Technocraft Industries (India) Ltd,exit,1310.0
2026-01-31,INF663L01W06,JK Cement Ltd,decrease,6000.0
2026-01-31,INF663L01W06,Multi Commodity Exchange of India Ltd,decrease,8000.0
2026-01-31,INF663L01W06,Kaynes Technology India Ltd,decrease,6150.0
2026-01-31,INF663L01W06,Shivalik Bimetal Controls Ltd,exit,168306.0
2026-01-31,INF663L01W06,Blue Star Ltd,decrease,20000.0
2026-01-31,INF663L01W06,Eureka Forbes Ltd,decrease,50000.0
2026-01-31,INF205K013T3,360 One Wam Ltd Ordinary Shares,exit,1157791.0
2026-01-31,INF205K013T3,Concord Biotech Ltd,decrease,202049.0
2026-01-31,INF205K013T3,360 One Wam Ltd Ordinary Shares,decrease,124907.0
2026-01-31,INF205K013T3,Ratnamani Metals & Tubes Ltd,exit,184976.0
2026-01-31,INF205K013T3,Entero Healthcare Solutions Ltd,exit,52774.0
2026-01-31,INF205K013T3,Rolex Rings Ltd,exit,173645.0
2026-01-31,INF205K013T3,J.B. Chemicals & Pharmaceuticals Ltd,exit,438823.0
2026-01-31,INF205K013T3,Birlasoft Ltd,exit,1204388.0
2026-01-31,INF205K013T3,Vishal Mega Mart Ltd,decrease,10256407.0
2026-01-31,INF205K013T3,Awfis Space Solutions Ltd,exit,897688.0
2026-01-31,INF205K013T3,Multi Commodity Exchange of India Ltd,decrease,43980.0
2026-01-31,INF205K013T3,Wockhardt Ltd,decrease,164295.0
2026-01-31,INF205K013T3,Kaynes Technology India Ltd,exit,243343.0
2026-01-31,INF277K011O1,R R Kabel Ltd,decrease,23506.0
2026-01-31,INF277K011O1,HealthCare Global Enterprises Ltd,exit,2797424.0
2026-01-31,INF846K01K35,Kaynes Technology India Ltd,decrease,9005.0
2026-01-31,INF846K01K35,CCL Products (India) Ltd,decrease,2756.0
2026-01-31,INF846K01K35,Canara Robeco Asset Management Co Ltd,decrease,398454.0
2026-01-31,INF846K01K35,Krishna Institute of Medical Sciences Ltd,decrease,514915.0
2026-01-31,INF846K01K35,Ather Energy Ltd,decrease,48032.0
2026-01-31,INF846K01K35,BSE Ltd,exit,659598.0
2026-01-31,INF846K01K35,Cholamandalam Financial Holdings Ltd,decrease,95000.0
2026-01-31,INF846K01K35,PB Fintech Ltd,decrease,114858.0
2026-01-31,INF846K01K35,Ajax Engineering Ltd,exit,507104.0
2026-01-31,INF846K01K35,CCL Products (India) Ltd,decrease,50649.0
2026-01-31,INF846K01K35,VST Industries Ltd,exit,1887964.0
2026-01-31,INF846K01K35,Persistent Systems Ltd,exit,95510.0
2026-01-31,INF846K01K35,EPL Ltd Ordinary Shares,exit,1586570.0
2026-01-31,INF846K01K35,GE Vernova T&D India Ltd,decrease,203774.0
2026-01-31,INF846K01K35,VA Tech Wabag Ltd,exit,225.0
2026-01-31,INF846K01K35,Anthem Biosciences Ltd,exit,185749.0
2026-01-31,INF846K01K35,Narayana Hrudayalaya Ltd,decrease,312169.0
2026-01-31,INF917K01QA1,Somany Ceramics Ltd,decrease,100857.0
2026-01-31,INF917K01QA1,K.P.R. Mill Ltd,decrease,200000.0
2026-01-31,INF917K01QA1,JK Tyre & Industries Ltd,decrease,195195.0
2026-01-31,INF917K01QA1,Brigade Enterprises Ltd,exit,893600.0
2026-01-31,INF917K01QA1,Kaynes Technology India Ltd,decrease,74630.0
2026-01-31,INF917K01QA1,Nippon Life India Asset Management Ltd Ordinary Shares,decrease,1045564.0
2026-01-31,INF917K01QA1,Finolex Industries Ltd,decrease,463535.0
2026-01-31,INF917K01QA1,Amber Enterprises India Ltd Ordinary Shares,decrease,116080.0
2026-01-31,INF917K01QA1,Grindwell Norton Ltd,decrease,230590.0
2026-01-31,INF917K01QA1,Aditya Birla Real Estate Ltd,decrease,291291.0
2026-01-31,INF917K01QA1,H.G. Infra Engineering Ltd Ordinary Shares,decrease,404085.0
2026-01-31,INF917K01QA1,Sobha Ltd,decrease,751811.0
2026-01-31,INF917K01QA1,Dixon Technologies (India) Ltd,decrease,60862.0
2026-01-31,INF917K01QA1,GE Vernova T&D India Ltd,decrease,78384.0
2026-01-31,INF917K01QA1,Techno Electric & Engineering Co Ltd,decrease,44000.0
2026-01-31,INF917K01QA1,Supreme Petrochem Ltd,decrease,28760.0
2026-01-31,INF917K01QA1,Balrampur Chini Mills Ltd,exit,1043000.0
2026-01-31,INF917K01QA1,Engineers India Ltd,decrease,855561.0
2026-01-31,INF917K01QA1,Radico Khaitan Ltd,decrease,228103.0
2026-01-31,INF917K01QA1,Jindal Saw Ltd,decrease,3614467.0
2026-01-31,INF917K01QA1,Brigade Enterprises Ltd,decrease,847799.0
2026-01-31,INF917K01QA1,Kaynes Technology India Ltd,decrease,70200.0
2026-01-31,INF917K01QA1,Blue Star Ltd,exit,556271.0
2026-01-31,INF917K01QA1,Ratnamani Metals & Tubes Ltd,decrease,98000.0
2026-01-31,INF917K01QA1,Maharashtra Seamless Ltd,exit,775000.0
2026-01-31,INF917K01QA1,Apollo Pipes Ltd,exit,839829.0
2026-01-31,INF917K01QA1,Nippon Life India Asset Management Ltd Ordinary Shares,decrease,547985.0
2026-01-31,INF917K01QA1,KEC International Ltd,decrease,628365.0
2026-01-31,INF917K01QA1,Finolex Industries Ltd,decrease,250322.0
2026-01-31,INF917K01QA1,Grindwell Norton Ltd,decrease,278618.0
2026-01-31,INF917K01QA1,H.G. Infra Engineering Ltd Ordinary Shares,decrease,318650.0
2026-01-31,INF917K01QA1,Lemon Tree Hotels Ltd,decrease,420201.0
2026-01-31,INF917K01QA1,Supreme Industries Ltd,exit,228824.0
2026-01-31,INF917K01QA1,Apar Industries Ltd,decrease,87539.0
2026-01-31,INF917K01QA1,E I D Parry India Ltd,decrease,203004.0
2026-01-31,INF917K01QA1,KEI Industries Ltd,decrease,69689.0
2026-01-31,INF917K01QA1,Kirloskar Pneumatic Co Ltd,decrease,239998.0
2026-01-31,INF917K01QA1,IIFL Capital Services Ltd Ordinary Shares,exit,569083.0
2026-01-31,INF917K01QA1,Neuland Laboratories Ltd,decrease,5000.0
2026-01-31,INF917K01QA1,Dixon Technologies (India) Ltd,decrease,31400.0
2026-01-31,INF917K01QA1,GE Vernova T&D India Ltd,decrease,357091.0
2026-01-31,INF917K01QA1,Carborundum Universal Ltd,decrease,133952.0
2026-01-31,INF917K01QA1,Techno Electric & Engineering Co Ltd,decrease,154336.0
2026-01-31,INF917K01QA1,Nitin Spinners Ltd,exit,1127473.0
2026-01-31,INF917K01QA1,Cohance Lifesciences Ltd,exit,827867.0
2026-01-31,INF917K01QA1,Motilal Oswal Financial Services Ltd,decrease,200000.0
2026-01-31,INF917K01QA1,Concord Biotech Ltd,decrease,262232.0
2026-01-31,INF917K01QA1,Supreme Petrochem Ltd,decrease,500600.0
2026-01-31,INF917K01QA1,Balrampur Chini Mills Ltd,decrease,716600.0
