,trend_score,appearances,current_shares,share_change,newly_entered,exited,has_changes
Lumax Auto Technologies Ltd,0.0,1,2480000.0,0.0,False,False,
Tata Consumer Products Ltd,-1.0,1,3608686.0,-1.3666108542793778,False,False,True
Sanofi India Ltd,0.0,1,213992.0,0.0,False,False,
Aditya Infotech Ltd,-1.0,1,233252.0,0.0,False,False,True
Harsha Engineers International Ltd,0.0,1,4136864.0,0.0,False,False,
Rategain Travel Technologies Ltd,0.0,1,5314611.0,0.0,False,False,
Dr. Lal PathLabs Ltd,1.0,1,1290970.0,100.0,False,False,True
ACME Solar Holdings Ltd,1.0,1,7075720.0,11.424028985251637,False,False,True
AAVAS Financiers Ltd,0.0,1,1113911.0,0.0,False,False,
Hindustan Aeronautics Ltd Ordinary Shares,0.0,1,862972.0,0.0,False,False,
TTK Prestige Ltd,1.0,1,3450705.0,0.579921528712324,False,False,True
Praj Industries Ltd,0.0,1,5051724.0,0.0,False,False,
Apeejay Surrendra Park Hotels Ltd,-2.0,1,1875284.0,-17.552611054102798,False,False,True
Linde India Ltd,0.0,1,400000.0,0.0,False,False,
Max Estates Ltd,0.0,1,2510461.0,0.0,False,False,
Finolex Cables Ltd,1.0,1,2920316.0,0.06201803251389581,False,False,True
NTPC Ltd,1.0,1,8557812.0,0.0,True,False,True
Metropolis Healthcare Ltd,0.0,1,1145336.0,0.0,False,False,
Bajel Projects Ltd,0.0,1,6150393.0,0.0,False,False,
Tube Investments of India Ltd Ordinary Shares,0.0,1,2499222.0,0.0,False,False,
HDFC Life Insurance Co Ltd,1.0,1,6169571.0,0.0,False,False,True
L.G.Balakrishnan & Bros Ltd,0.0,1,890918.0,0.0,False,False,
Radico Khaitan Ltd,-1.0,1,2136958.0,-4.125295492364643,False,False,True
Jindal Saw Ltd,0.0,1,7567590.0,0.0,False,False,
Astec Lifesciences Ltd,0.0,1,526867.0,0.0,False,False,
LIC Housing Finance Ltd,0.0,1,2678310.0,0.0,False,False,
K.P.R. Mill Ltd,0.0,1,3448243.0,0.0,False,False,
Indoco Remedies Ltd,0.0,1,2594559.0,0.0,False,False,
JK Tyre & Industries Ltd,-1.0,1,0.0,0.0,False,True,True
Honda India Power Products Ltd,0.0,1,894730.0,0.0,False,False,
Saatvik Green Energy Ltd,0.0,1,1685092.0,0.0,False,False,
Ramco Cements Ltd,1.0,1,5076860.0,7.530657778745494,False,False,True
Ambuja Cements Ltd,0.0,1,3250000.0,0.0,False,False,
P N Gadgil Jewellers Ltd,0.0,1,768920.0,0.0,False,False,
National Securities Depository Ltd,0.0,1,401313.0,0.0,False,False,
JK Lakshmi Cement Ltd,0.0,1,1063054.0,0.0,False,False,
Jubilant Ingrevia Ltd Ordinary Shares,1.0,1,28860.0,0.0,True,False,True
NLC India Ltd,0.0,1,26990331.0,0.0,False,False,
Navin Fluorine International Ltd,0.0,1,567368.0,0.0,False,False,
Syngene International Ltd,2.0,1,4906326.0,6.822513536992404,False,False,True
Fujiyama Power Systems Ltd,1.0,1,4995237.0,0.0,True,False,True
Data Patterns (India) Ltd,0.0,1,508571.0,0.0,False,False,
Samvardhana Motherson International Ltd,1.0,1,27957156.0,5.078182963785833,False,False,True
RBL Bank Ltd,0.0,1,8932844.0,0.0,False,False,
Fine Organic Industries Ltd Ordinary Shares,0.0,1,785023.0,0.0,False,False,
Orkla India Ltd,2.0,1,7685301.0,8.30441805530933,False,False,True
ISGEC Heavy Engineering Ltd,2.0,1,4290224.0,0.10810644319534926,False,False,True
DOMS Industries Ltd,0.0,1,650911.0,0.0,False,False,
Go Fashion (India) Ltd,0.0,1,2153531.0,0.0,False,False,
Orient Electric Ltd Ordinary Shares,2.0,1,11626456.0,1.8321803870644744,False,False,True
Ion Exchange (India) Ltd,0.0,1,7161360.0,0.0,False,False,
Esab India Ltd,0.0,1,411697.0,0.0,False,False,
Brigade Enterprises Ltd,0.0,1,1832799.0,0.0,False,False,
Reliance Industries Ltd,0.0,1,4964128.0,0.0,False,False,
Kaynes Technology India Ltd,1.0,1,446106.0,1.7758634063542327,False,False,True
Campus Activewear Ltd,0.0,1,3732265.0,0.0,False,False,
Vedant Fashions Ltd,0.0,1,1628500.0,0.0,False,False,
Blue Star Ltd,0.0,1,2002468.0,0.0,False,False,
Sapphire Foods India Ltd,0.0,1,9282220.0,0.0,False,False,
Rishabh Instruments Ltd,0.0,1,1346725.0,0.0,False,False,
MTAR Technologies Ltd,0.0,1,929732.0,0.0,False,False,
HDB Financial Services Ltd,-1.0,1,3454407.0,0.0,False,False,True
Just Dial Ltd,0.0,1,1627157.0,0.0,False,False,
NIIT Ltd,0.0,1,11111066.0,0.0,False,False,
Ajanta Pharma Ltd,0.0,1,1674471.0,0.0,False,False,
Mishra Dhatu Nigam Ltd Ordinary Shares,0.0,1,2589175.0,0.0,False,False,
Timken India Ltd,0.0,1,1184218.0,0.0,False,False,
Indigo Paints Ltd Ordinary Shares,0.0,1,2600000.0,0.0,False,False,
Belrise Industries Ltd,0.0,1,10728130.0,0.0,False,False,
TBO Tek Ltd,0.0,1,3427297.0,0.0,False,False,
Indian Hotels Co Ltd,0.0,1,3975828.0,0.0,False,False,
TD Power Systems Ltd,-1.0,1,10178244.0,-0.9729288388172143,False,False,True
Asian Paints Ltd,-1.0,1,1310704.0,-43.08957492075898,False,False,True
Kwality Walls (India) Limited**,1.0,1,2121461.0,0.0,True,False,True
Central Depository Services (India) Ltd,0.0,1,2539226.0,0.0,False,False,
Thyrocare Technologies Ltd,1.0,1,5167803.0,0.0,False,False,True
Greenlam Industries Ltd,0.0,1,4422876.0,0.0,False,False,
Sundaram Fasteners Ltd,1.0,1,5266028.0,4.792176885706889,False,False,True
Tata Power Co Ltd,0.0,1,7707138.0,0.0,False,False,
Bharat Dynamics Ltd Ordinary Shares,0.0,1,1526498.0,0.0,False,False,
Persistent Systems Ltd,0.0,1,550028.0,0.0,False,False,
Genus Power Infrastructures Ltd,0.0,1,8750327.0,0.0,False,False,
3M India Ltd,0.0,1,18138.0,0.0,False,False,
HCL Technologies Ltd,-1.0,1,0.0,0.0,False,True,True
CARE Ratings Ltd,0.0,1,1476822.0,0.0,False,False,
KEC International Ltd,0.0,1,1730868.0,0.0,False,False,
CESC Ltd,0.0,1,11188202.0,0.0,False,False,
Aeroflex Industries Ltd,0.0,1,2431354.0,0.0,False,False,
Stanley Lifestyles Ltd,0.0,1,2526912.0,0.0,False,False,
Cyient DLM Ltd,0.0,1,1256139.0,0.0,False,False,
Honeywell Automation India Ltd,-1.0,1,0.0,0.0,False,True,True
Grindwell Norton Ltd,0.0,1,1333272.0,0.0,False,False,
UTI Asset Management Co Ltd,0.0,1,1509207.0,0.0,False,False,
RHI Magnesita India Ltd,0.0,1,1984176.0,0.0,False,False,
Gujarat Fluorochemicals Ltd Ordinary Shares,-2.0,1,0.0,-100.0,False,True,True
Vardhman Textiles Ltd,0.0,1,8465828.0,0.0,False,False,
Procter & Gamble Health Ltd,0.0,1,692659.0,0.0,False,False,
Sumitomo Chemical India Ltd Ordinary Shares,2.0,1,3398451.0,11.52770380230121,False,False,True
Aditya Birla Real Estate Ltd,0.0,1,1721623.0,0.0,False,False,
Century Plyboards (India) Ltd,0.0,1,3274464.0,0.0,False,False,
Voltas Ltd,0.0,1,2496994.0,0.0,False,False,
H.G. Infra Engineering Ltd Ordinary Shares,0.0,1,2214923.0,0.0,False,False,
Landmark Cars Ltd,0.0,1,1510190.0,0.0,False,False,
Protean eGov Technologies Ltd,0.0,1,902883.0,0.0,False,False,
Lemon Tree Hotels Ltd,0.0,1,13032739.0,0.0,False,False,
Union Bank of India,-1.0,1,5115879.0,0.0,False,False,True
Sonata Software Ltd,0.0,1,3158666.0,0.0,False,False,
Premier Energies Ltd,0.0,0,0.0,0.0,False,False,
AWL Agri Business Ltd,0.0,1,22483343.0,0.0,False,False,
Castrol India Ltd,0.0,1,8949322.0,0.0,False,False,
Birla Corp Ltd,0.0,1,2697453.0,0.0,False,False,
Apar Industries Ltd,0.0,1,899271.0,0.0,False,False,
eMudhra Ltd,0.0,1,5083786.0,0.0,False,False,
Karur Vysya Bank Ltd,0.0,1,38140874.0,0.0,False,False,
Dr Reddy's Laboratories Ltd,1.0,1,3172198.0,0.0,True,False,True
HealthCare Global Enterprises Ltd,0.0,1,4400000.0,0.0,False,False,
Godrej Agrovet Ltd Ordinary Shares,0.0,1,4021039.0,0.0,False,False,
Aditya Birla Sun Life AMC Ltd,0.0,1,2700000.0,0.0,False,False,
Aequs Ltd,1.0,1,2505883.0,0.0,True,False,True
Deepak Nitrite Ltd,0.0,1,1175325.0,0.0,False,False,
West Coast Paper Mills Ltd,0.0,1,3359187.0,0.0,False,False,
Credo Brands Marketing Ltd,0.0,1,1037642.0,0.0,False,False,
Styrenix Performance Materials Ltd,0.0,1,1109890.0,0.0,False,False,
Bata India Ltd,0.0,1,560908.0,0.0,False,False,
Jyothy Labs Ltd,1.0,1,10213489.0,0.005375533391951778,False,False,True
Vedanta Ltd,0.0,1,6944141.0,0.0,False,False,
KFin Technologies Ltd,0.0,1,3937532.0,0.0,False,False,
JTEKT India Ltd,0.0,1,21133584.0,0.0,False,False,
Automotive Axles Ltd,0.0,1,759930.0,0.0,False,False,
Bajaj Consumer Care Ltd,0.0,1,7793942.0,0.0,False,False,
Siemens Energy India Ltd,1.0,1,451140.0,0.0,True,False,True
Archean Chemical Industries Ltd,0.0,1,1373373.0,0.0,False,False,
Bluestone Jewellery And Lifestyle Ltd,0.0,1,5186909.0,0.0,False,False,
Canara Robeco Asset Management Co Ltd,0.0,1,4958862.0,0.0,False,False,
Kirloskar Pneumatic Co Ltd,0.0,1,4102361.0,0.0,False,False,
VST Tillers Tractors Ltd,-1.0,1,501622.0,0.0,False,False,True
IndiaMART InterMESH Ltd,0.0,1,258952.0,0.0,False,False,
City Union Bank Ltd,0.0,1,10250670.0,0.0,False,False,
Vesuvius India Ltd,0.0,1,2880000.0,0.0,False,False,
KPIT Technologies Ltd,0.0,1,743419.0,0.0,False,False,
TSF Investments Ltd,-1.0,1,8201672.0,0.0,False,False,True
Bharat Heavy Electricals Ltd,1.0,1,29507422.0,0.0,False,False,True
Sai Life Sciences Ltd,0.0,1,5772731.0,0.0,False,False,
Krishna Institute of Medical Sciences Ltd,0.0,1,5125000.0,0.0,False,False,
Clean Science and Technology Ltd,2.0,1,3091186.0,1.6952576212571422,False,False,True
PG Electroplast Ltd,0.0,1,3451480.0,0.0,False,False,
