,trend_score,appearances,current_shares,share_change,newly_entered,exited,has_changes
Sansera Engineering Ltd,0.0,1,929316.0,0.0,False,False,
LMW Ltd,0.0,1,84041.0,0.0,False,False,
Equitas Small Finance Bank Ltd Ordinary Shares,0.0,1,13733036.0,0.0,False,False,
CreditAccess Grameen Ltd Ordinary Shares,-1.0,1,793984.0,0.0,False,False,True
Pokarna Ltd,0.0,1,689983.0,0.0,False,False,
NIIT Learning Systems Ltd,0.0,1,12204308.0,0.0,False,False,
ELANTAS Beck India Ltd,1.0,1,656071.0,0.7408874680228362,False,False,True
Gokaldas Exports Ltd,0.0,1,5394102.0,0.0,False,False,
Dixon Technologies (India) Ltd,0.0,1,350144.0,0.0,False,False,
Coal India Ltd,0.0,1,8056743.0,0.0,False,False,
Aditya Birla Lifestyle Brands Ltd,0.0,1,22375020.0,0.0,False,False,
Allied Blenders and Distillers Ltd,0.0,1,4937158.0,0.0,False,False,
FDC Ltd,0.0,1,4275331.0,0.0,False,False,
Texmaco Rail & Engineering Ltd,0.0,1,11408783.0,0.0,False,False,
Wonderla Holidays Ltd,-1.0,1,0.0,0.0,False,True,True
Kalpataru Projects International Ltd,0.0,1,3622814.0,0.0,False,False,
Can Fin Homes Ltd,0.0,1,1644260.0,0.0,False,False,
SIS Ltd Ordinary Shares,-1.0,1,1016267.0,-0.5480165226981594,False,False,True
J.B. Chemicals & Pharmaceuticals Ltd,0.0,1,991107.0,0.0,False,False,
Avalon Technologies Ltd,0.0,1,3789162.0,0.0,False,False,
Chambal Fertilisers & Chemicals Ltd,0.0,1,4057980.0,0.0,False,False,
G R Infraprojects Ltd,0.0,1,1191114.0,0.0,False,False,
Divgi TorqTransfer Systems Ltd,0.0,1,1152910.0,0.0,False,False,
eClerx Services Ltd,0.0,1,1712794.0,0.0,False,False,
PhysicsWallah Ltd,2.0,1,35586819.0,6.125953273089915,True,False,True
Raymond Realty Ltd,-1.0,1,1213984.0,-1.9670640525282574,False,False,True
FSN E-Commerce Ventures Ltd,-1.0,1,0.0,-100.0,False,True,True
Sharda Motor Industries Ltd,1.0,1,1039142.0,0.30560553526336515,False,False,True
Carborundum Universal Ltd,0.0,1,3265582.0,0.0,False,False,
Kirloskar Brothers Ltd,0.0,1,4472130.0,0.0,False,False,
Urban Co Ltd,0.0,1,4600506.0,0.0,False,False,
ICRA Ltd,1.0,1,649406.0,3.7071696859749084,False,False,True
Craftsman Automation Ltd,0.0,1,454042.0,0.0,False,False,
ITC Ltd,0.0,1,17779908.0,0.0,False,False,
Raymond Ltd,0.0,1,1238343.0,0.0,False,False,
Sudarshan Chemical Industries Ltd,1.0,1,1183578.0,9.228684967764202,False,False,True
Bajaj Electricals Ltd,0.0,1,3092715.0,0.0,False,False,
Blue Dart Express Ltd,0.0,1,163428.0,0.0,False,False,
Hitachi Energy India Ltd Ordinary Shares,0.0,1,140509.0,0.0,False,False,
Zensar Technologies Ltd,0.0,1,2496604.0,0.0,False,False,
NTPC Green Energy Ltd,0.0,1,23726821.0,0.0,False,False,
IndusInd Bank Ltd,1.0,1,1750000.0,0.0,False,False,True
PVR INOX Ltd,0.0,1,1964676.0,0.0,False,False,
Aarti Industries Ltd,1.0,1,5363408.0,11.424401604239746,False,False,True
Pfizer Ltd,0.0,1,1206103.0,0.0,False,False,
Gland Pharma Ltd,0.0,1,1780371.0,0.0,False,False,
PNC Infratech Ltd,0.0,1,3282291.0,0.0,False,False,
Kirloskar Ferrous Industries Ltd,0.0,1,1532554.0,0.0,False,False,
Venus Pipes & Tubes Ltd,0.0,1,600000.0,0.0,False,False,
ICICI Prudential Asset Management Co Ltd,1.0,1,377626.0,0.0,True,False,True
Sanathan Textiles Ltd,0.0,1,1243351.0,0.0,False,False,
Affle 3i Ltd,0.0,1,2587622.0,0.0,False,False,
Inox Wind Ltd,-1.0,1,12720455.0,0.0,False,False,True
Subros Ltd,0.0,1,968256.0,0.0,False,False,
Cyient Ltd,1.0,1,2865876.0,0.0,False,False,True
Zydus Wellness Ltd,1.0,1,17048030.0,1.1870824066671295,False,False,True
HDFC Bank Ltd,0.0,1,13300000.0,0.0,False,False,
Emami Ltd,2.0,1,15798302.0,22.707183444742203,False,False,True
Delhivery Ltd,0.0,1,5367117.0,0.0,False,False,
Hindustan Unilever Ltd,1.0,1,2743992.0,29.34444705794733,False,False,True
Afcons Infrastructure Ltd,1.0,1,6130738.0,17.2295621572691,False,False,True
AstraZeneca Pharma India Ltd,0.0,1,658075.0,0.0,False,False,
Vindhya Telelinks Ltd,-2.0,1,974673.0,-0.015387408791134389,False,False,True
Sheela Foam Ltd,-1.0,1,0.0,0.0,False,True,True
Crompton Greaves Consumer Electricals Ltd,1.0,1,16810436.0,0.0,False,False,True
Aditya Birla Fashion and Retail Ltd,0.0,1,7755029.0,0.0,False,False,
JSW Cement Ltd,1.0,1,14638395.0,44.94901275334697,False,False,True
Bayer CropScience Ltd,0.0,1,559898.0,0.0,False,False,
Seamec Ltd,0.0,1,911479.0,0.0,False,False,
CIE Automotive India Ltd,0.0,1,4966784.0,0.0,False,False,
Kajaria Ceramics Ltd,2.0,1,3085025.0,19.47676186131281,False,False,True
Sandhar Technologies Ltd Ordinary Shares,-1.0,1,2482877.0,0.0,False,False,True
Sanofi Consumer Healthcare India Ltd,0.0,1,251260.0,0.0,False,False,
Rolex Rings Ltd,0.0,0,0.0,0.0,False,False,
Astra Microwave Products Ltd,0.0,1,2200000.0,0.0,False,False,
Asahi India Glass Ltd,0.0,1,5102823.0,0.0,False,False,
PNB Housing Finance Ltd,1.0,1,4340372.0,0.04921353997026903,False,False,True
Axis Bank Ltd,0.0,1,5977976.0,0.0,False,False,
Piramal Finance Ltd,1.0,1,1015184.0,0.0,False,False,True
Rainbow Childrens Medicare Ltd,0.0,1,785051.0,0.0,False,False,
Hatsun Agro Product Ltd,1.0,1,651734.0,0.0,True,False,True
Aster DM Healthcare Ltd Ordinary Shares,0.0,1,9522707.0,0.0,False,False,
Schaeffler India Ltd,0.0,1,484271.0,0.0,False,False,
Leela Palaces Hotels and Resorts Ltd,0.0,1,3688067.0,0.0,False,False,
Tejas Networks Ltd,0.0,1,5763697.0,0.0,False,False,
Galaxy Surfactants Ltd,1.0,1,1357873.0,0.8572928945407928,False,False,True
Tata Motors Ltd,0.0,1,2036433.0,-81.24689202937681,True,False,True
Birlasoft Ltd,0.0,1,2901558.0,0.0,False,False,
Vishal Mega Mart Ltd,-2.0,1,0.0,-100.0,False,True,True
Voltamp Transformers Ltd,0.0,1,642476.0,0.0,False,False,
Polyplex Corp Ltd,0.0,1,657517.0,0.0,False,False,
Paradeep Phosphates Ltd,0.0,1,38089109.0,0.0,False,False,
Balrampur Chini Mills Ltd,0.0,1,11131698.0,0.0,False,False,
Narayana Hrudayalaya Ltd,0.0,1,944173.0,0.0,False,False,
RITES Ltd Ordinary Shares,0.0,1,9200000.0,0.0,False,False,
State Bank of India,0.0,1,10347848.0,0.0,False,False,
Studds Accessories Ltd,2.0,1,556582.0,1.0943462711399545,False,False,True
Multi Commodity Exchange of India Ltd,0.0,1,1851010.0,0.0,False,False,
Kirloskar Oil Engines Ltd,0.0,1,3715379.0,0.0,False,False,
Whirlpool of India Ltd,2.0,1,5615738.0,9.518639612064385,False,False,True
MAS Financial Services Ltd Ordinary Shares,1.0,1,14179150.0,1.7186824876199578,False,False,True
R K Swamy Ltd,-2.0,1,1727453.0,-0.4710684138142426,False,False,True
Raymond Lifestyle Ltd,-1.0,1,936263.0,-5.492321389276392,False,False,True
Fineotex Chemical Ltd,-1.0,1,14829218.0,0.0,False,False,True
